标题	面积	单价	总价
首开康乃馨城2室，业主诚心出售，看房方便	78.96㎡	30142元/㎡	238万元
城建琨廷 客厅阳台 南北双通透 业主急售	84.89㎡	18259元/㎡	155万元
光大花园 2室2厅1卫 带飘窗 经典实用	91.16㎡	120667元/㎡	1100万元
莲石湖西 中铁西城 泷悦长安 南向91平大两居带阳台 总价低	91.48㎡	33341元/㎡	305万元
双卧朝南 阳春光华 经典三居  本月必售  有钥匙看房随时	138.95㎡	121555元/㎡	1689万元
（优）南沿里，低楼层，南北两居室，户型方正，可公积金，   	67.57㎡	13764元/㎡	93万元
丽泽商务区 金泰城丽湾 一居室急售 满五年   临地铁	48.26㎡	80813元/㎡	390万元
客厅朝南 采光好 高楼层 有钥匙 钢混结构 低密度小区	68.07㎡	31586元/㎡	215万元
6号线天赐良园    3层  3居2厅南北通透  双阳台	116.81㎡	39980元/㎡	467万元
上河湾南区 电梯洋房 322 楼龄新 小区环境优美 便捷	117.99㎡	26274元/㎡	310万元
兴政东里70平米大两居 随时能看房	70.51㎡	24111元/㎡	170万元
马驹桥珠江逸景南  两居，满五  ，精装修	90.84㎡	25980元/㎡	236万元
盛嘉华苑2室2厅 普装	75.66㎡	27095元/㎡	205万元
地铁200米（一手精装现房 南北通透）楼层号位置好 随时看	72㎡	50000元/㎡	360万元
车公庄 中外运分房 南北通透客厅2居室 满五年一套	73.2㎡	116804元/㎡	855万元
交通便利,配套成熟,出行便利	89.76㎡	30638元/㎡	275万元
大学城玉竹园，步行500米地铁  南北通透 采光充足 仅  	87.04㎡	21715元/㎡	189万元
阳光邑上   电梯洋房 南北通透，环境优美，价格可以谈	83.35㎡	33474元/㎡	279万元
果园新里中区 商业配套成熟 商品房 高楼层采光充足	68.52㎡	17368元/㎡	119万元
精装现房）复式5.7米挑空！洋房低密社区 临公园	95㎡	40000元/㎡	380万元
急售6号线地铁旁南北通透两居室满五  随时可看	104.47㎡	35226元/㎡	368万元
乐红园 两室两厅一卫	82.95㎡	25317元/㎡	210万元
东三环 国贸CBD 全南两居室 采光好 单价低 性价比高	107.68㎡	81724元/㎡	880万元
义和庄东里 05年建成 落地窗 满五  	109.55㎡	31949元/㎡	350万元
急卖空间巨大 万科物业 高层2居观奥森 随时看房	113.02㎡	63971元/㎡	723万元
南北通透 高楼层 视野好  东风苑 泛海国际旁	79.42㎡	66357元/㎡	527万元
新上 墅质洋房 双阳台 独立餐厅 户型方正 随时看房	158.18㎡	23139元/㎡	366万元
交易有保单 必看好房 店长力荐 保利首开熙悦春天	83.82㎡	32809元/㎡	275万元
南北通透 精装修 95平 电梯房 楼层好 视野无遮挡	95㎡	15053元/㎡	143万元
未来科学城 望都家园  南北2室2厅  十佳物业	121.48㎡	26342元/㎡	320万元
行宫园三里 满五 中间楼层采光好 南北通透 商业配套成熟	72.34㎡	21980元/㎡	159万元
原香漫谷，电梯精装景观无遮挡，双南方正，自住装修，带家具	87.44㎡	17384元/㎡	152万元
板楼 商圈成熟 带电梯 近医院 商品住宅 满五  	70.55㎡	18002元/㎡	127万元
急售，宏仁家园，中间楼层，全南向两居室，采光好，诚心出售	87.93㎡	24111元/㎡	212万元
珠江逸景南北两居 中间层 无遮挡 价格可议 随时签约！急售	93.11㎡	26421元/㎡	246万元
30天卖了3套了！！！在售  层 西堤红山 南94.44平	94.44㎡	135536元/㎡	1280万元
亦庄新城马驹桥 东亚南北通透两居室 采光好 无遮挡 随时看房	77.18㎡	25784元/㎡	199万元
  园 商业配套成熟 满五 南向采光好 刚需小三居	107.19㎡	29667元/㎡	318万元
东四环 高层三居 二次装修 诚心出售	129.67㎡	60770元/㎡	788万元
石桥东区 装修好  购物方便 中间楼层	74.97㎡	18675元/㎡	140万元
大学城地铁 楼下就是 精装南北三居 交通便利 配套成熟	92.38㎡	40052元/㎡	370万元
惊爆价！！长阳半岛4号院热销  南北通透 看房方便	95.68㎡	38148元/㎡	365万元
通瑞嘉苑精装两居，临近地铁友谊医院，中间位置，观景房源	76.81㎡	37235元/㎡	286万元
新上全新装修 拎包住 南  两居 老业主超信任 价格能大刀	106.57㎡	74599元/㎡	795万元
中昂邑上原著 ~看房方便~价格可议~南北通透	82.03㎡	27795元/㎡	228万元
鸿顺园东区 临地铁 装修好 西南户型 正规商品房 交通便利	89.25㎡	23530元/㎡	210万元
现房随时看！自驾补助油费！通州新房 北京现房 南北通透两居	80㎡	16083元/㎡	128.7万元
顺义城  红杉一品  1室  1厅~客户0.5	69.54㎡	43860元/㎡	305万元
义宾小区(北区)~全明格局~近地铁~新装2居室~南北通透	65.44㎡	25214元/㎡	165万元
业主急售  天通西苑三区 朝南两居室 户型好   近地铁	113.58㎡	33897元/㎡	385万元
亦庄东亚瑞晶苑 报价能谈 全南两居 自住装修 中间楼层	78.23㎡	28506元/㎡	223万元
满庭芳嘉园3室（新社区）满五  近花梨坎地铁 南北通透	104.35㎡	33733元/㎡	352万元
金色诚信安选房0.5~滨湖小区 老三局格局 看房随时 有钥匙	91.14㎡	23042元/㎡	210万元
梧桐苑清露园 南向三局室  采光好无遮挡	89.68㎡	37690元/㎡	338万元
武夷    京贸国际城西区  两室  一厅	73.07㎡	45436元/㎡	332万元
急售必看两居，良乡火车站旁，  巷，南北通透，满五年随时看	75.9㎡	17128元/㎡	130万元
檀城(北区) 出行方便 商品住宅 南北通透 购物方便 板楼	92㎡	17935元/㎡	165万元
陶然亭北纬路49号院友谊医院宿舍南北2居 业主急售好房	59.99㎡	83348元/㎡	500万元
必看好房！205可售 婚房标准复试格局 带车位带地下室 急售	87.7㎡	24972元/㎡	219万元
沿湖小区 商圈成熟 有钥匙随时看 板楼 正规商品房 南北通透	129.28㎡	13537元/㎡	175万元
常营  住欣家园西区  2室  1厅	67.98㎡	34569元/㎡	235万元
鑫园小区闻松台   清晰 刚需两居 高楼层视野好 精装好房	82.91㎡	28344元/㎡	235万元
丰景高苑 两室一厅一卫 满五	68.16㎡	19660元/㎡	134万元
近地铁 电梯  洋房 精装南北两居复式  随时看房	87.07㎡	32733元/㎡	285万元
金色0.5~龙湖   南北通透 商业配套齐全 高楼层视野好	64.49㎡	21709元/㎡	140万元
低单价，低总价，通州果园地铁口，万达商圈，南北通透，双阳台	108㎡	40371元/㎡	436万元
绿地新都会2居室纯南向精装修高楼层 中心位置	85.43㎡	26689元/㎡	228万元
黄村西大街 永华北里 正规商品房 三居 价格可聊	86.49㎡	31796元/㎡	275万元
新安里,2居室,1厅	69.73㎡	23663元/㎡	165万元
新安里 2室1厅 南北通透 超高性价比 必看好房	69.3㎡	23089元/㎡	160万元
富川力荐 中奥嘉园 电梯房两居室 高层 通风采光好 随时交易	62.17㎡	27023元/㎡	168万元
长阳次新电梯洋房外加（20平阁搂）（15平米观景台） 看视频	63㎡	28572元/㎡	180万元
康安小区 满五年 南北通透 低楼层 看房方便	75.37㎡	17116元/㎡	129万元
特价亦庄新房 实体精装现房 带车位	88㎡	38637元/㎡	340万元
万科星园 安静位置两居室 中间层采光好 带阳台 随时看	107.74㎡	70541元/㎡	760万元
急总监推荐   通州北苑广渠路旁 电梯房大两居 明卫满五  	102.78㎡	38724元/㎡	398万元
北街六区(南) 两室一厅一卫	63㎡	40477元/㎡	255万元
急售 大学城西地铁口  鸿顺园 商品房 南北通透 视野好	87.63㎡	21568元/㎡	189万元
川北小区 商品房 集中供暖 商圈成熟 满五 南北通透看房方便	72.51㎡	17240元/㎡	125万元
瑞雪春堂一里高楼层 精装修 一梯两户 视野好 采光好出入方便	83.87㎡	25993元/㎡	218万元
新上团购 首付六十W买大兴亦庄南低密度洋房南北三居现房带装修	89㎡	22326元/㎡	198.7万元
蓝河湾  满五 低密宜居 有电梯	239.07㎡	19451元/㎡	465万元
八角  八角南里  2室  1厅	62.52㎡	43347元/㎡	271万元
富力尚悦居(A区)  南北通透 有电梯 板楼 楼龄新	112.2㎡	33869元/㎡	380万元
公园地产，临地铁，西南向两居室，满五年  ，高层视野开阔	121.78㎡	59780元/㎡	728万元
马坊 居住密度低 出行方便 楼层好 商品房 南北通透	87.16㎡	20079元/㎡	175万元
宾阳西里小区(宾阳西里北区) 近医院 交通便捷 商业配套齐全	62.96㎡	27796元/㎡	175万元
三房朝南 户型方正 翠林漫步 双卫三居 南北通透	126.28㎡	32072元/㎡	405万元
品质小区,交通便利,配套成熟	66.77㎡	32650元/㎡	218万元
急售 大学城三居室双卫 随时可以看 价格可谈	108.6㎡	31308元/㎡	340万元
滨河小区(平谷) 商业配套齐全 南北通透 中间楼层 商品房	69㎡	18551元/㎡	128万元
梦想家园西区 南北通透 高楼层 看房方便 钢混结构 不临街	88.07㎡	22142元/㎡	195万元
首开国风美仑 南北通透      商品住宅 钥匙房 满五  	73.35㎡	29312元/㎡	215万元
金科廊桥水岸 环境优美风景如画 交通便利南北通透	135.43㎡	46371元/㎡	628万元
总监推荐北苑世纪星城 南  两居 全明满五 单元口有车位	102.25㎡	39023元/㎡	399万元
水关新村 精装好房 医疗配套成熟 南北通透 商业配套成熟	119.49㎡	28036元/㎡	335万元
建兴家园,3居室,1厅	109.36㎡	32005元/㎡	350万元
常营北京新天地，西南两居，满五年  ，业主急售，看房方便	99.58㎡	48103元/㎡	479万元
亦庄 国风美仑 中楼层 光线好 诚心出售 有钥匙	74.93㎡	30696元/㎡	230万元
朝阳区太阳宫太阳公元北区2室1厅	89.79㎡	150351元/㎡	1350万元
社区店找大兵 少花钱多满意 满五   环境优美	101.77㎡	31444元/㎡	320万元
朝阳门南小街22号楼 电梯直达 低总价面积大 双南向两居室	80.32㎡	96490元/㎡	775万元
  房源！通州果园地铁600米，万达南边，南北双阳台，电梯房	108㎡	40278元/㎡	435万元
南菜园北二区~2004年现浇房~客厅双卧朝阳采光好~价钱可议	97.24㎡	14912元/㎡	145万元
随时可看（中海天钻）精装修电梯房，管家社区！	88.27㎡	81568元/㎡	720万元
大望路CBD商务区 红庙慈云寺 电梯房双南两居 可组合贷	56.1㎡	52585元/㎡	295万元
亚运村核心 精装三居 拎包住 业主着急 性价比高	130㎡	65847元/㎡	856万元
店长力荐 东边户一层带大院 换房急售还能谈 超合适	122.5㎡	46939元/㎡	575万元
北京22号地铁600米 东都时代精装修现房 买一层带一层	45㎡	5112元/㎡	23万元
急售，宏仁家园，中间楼层，东南北三居室，看房随时	88.93㎡	25864元/㎡	230万元
龙庆望都佳园 户型方正 双卧朝南 采光充足 集中供暖	92.68㎡	11761元/㎡	109万元
长阳加州水郡，三期南向一居室，高楼层视野好。	58.61㎡	23717元/㎡	139万元
有钥匙 随时看房 急售二居室 价格面议！	71.41㎡	27448元/㎡	196万元
涧桥山 有电梯 精装可拎包入住 商业配套成熟 次新房	83.26㎡	18617元/㎡	155万元
商品住宅 正南朝向 高楼层视野无遮挡 满五	53.33㎡	24377元/㎡	130万元
格兰二期北区 3居双卫 中间楼层 电梯板楼 看房方便 价可议	124.74㎡	30464元/㎡	380万元
通州北苑 万达 新华大街 近首师大 低总价三居	80.03㎡	25741元/㎡	206万元
五里店南里 南北想两居 无遮挡 诚心卖 看房方便	54.01㎡	25181元/㎡	136万元
康庄小区 3室1厅1卫1阳台 双卧朝南 独立客厅 采光好	90.03㎡	8664元/㎡	78万元
名流花园 南北通透 三居 双卫 中层 户型好 采光好	127.09㎡	27147元/㎡	345万元
近果园 近果园 纯4层  真正的精装 独立两居	64.64㎡	20421元/㎡	132万元
北京城建上河湾(北区) 医疗配套成熟 板楼 精装可拎包入住	82.89㎡	19303元/㎡	160万元
常营  住欣家园西区  2室  1厅 首付   	65.57㎡	35078元/㎡	230万元
看丹桥2室1厅 9号线 16号线 10号线三地铁 满五诚心卖	50.11㎡	34924元/㎡	175万元
五棵松  北太平路3号院  3室  1厅	91.82㎡	93662元/㎡	860万元
锦华园小区,交通便利,配套成熟,南北通透	53.18㎡	28207元/㎡	150万元
正南北通透三居室 望京 大西洋新城D区 两梯四户 位置安静！	127㎡	74646元/㎡	948万元
农科院高层带电梯 南北通透 明厨明卫公房 可以多   不临街	75.7㎡	105417元/㎡	798万元
新上！北二区电梯板楼南北通透大两居，商品房满五年  视野超棒	113.72㎡	34207元/㎡	389万元
顶秀美泉三期 户型方正 南北通透 看房方便	135.32㎡	28082元/㎡	380万元
金色0.5富乐北里高层 总价低单价   低两居室	63.51㎡	18108元/㎡	115万元
通州新上好房！近环球影城！现房联排别墅！带私家车库！独门独户	157㎡	23185元/㎡	364万元
新上近地铁16号西南大两居  满五    高楼层采光充足！！	102.22㎡	36197元/㎡	370万元
东关南里 三室一厅一卫 满五	105.89㎡	33998元/㎡	360万元
出行方便 刚需小三居 双卫 正规商品房 南北通透 商圈成熟	106.64㎡	20537元/㎡	219万元
顺义南 近高速500米 特价 复试 现房 带车位 独立房本	100㎡	7200元/㎡	72万元
西城德胜，马甸南村，南北通透，带电梯大两居	73.6㎡	113452元/㎡	835万元
丰台区方庄芳群园四区1室1厅	50.6㎡	51186元/㎡	259万元
新出！靓点三居，高楼位，转角阳台，功能分区，业主诚售沟通方便	117㎡	119659元/㎡	1400万元
康庄家园三区 南北双通透 采光充足 低楼层 小区中间位置	88.88㎡	9001元/㎡	80万元
农光里好楼层一居  好楼层 价位可以大胆一些 业主诚意出售	48.05㎡	55984元/㎡	269万元
兴隆南街1号院 2室1厅1卫1阳台 南北通透 高楼层 看房	75.3㎡	8234元/㎡	62万元
中铁西城北区 企业力荐好房诚意出售	89.3㎡	32475元/㎡	290万元
国韵村~正规3居室~低拥0.8~低总价~	136.84㎡	51082元/㎡	699万元
邑上原著~电梯房两居室~随时看房价格可谈有钥匙	61㎡	27050元/㎡	165万元
（燕西速销房源）经典眼镜户型 4居2卫 2卧朝南 主卧独卫	127.15㎡	38538元/㎡	490万元
新出！全南三居室，业主急售，价格可以聊。奥森公园	166.11㎡	60081元/㎡	998万元
总监力荐林大北路9号院精装南北三居 底层（有地下室)方便出入	98.66㎡	83621元/㎡	825万元
玉泉路太平路48号院军科院干休所南北通透三居，大院环境优美	80.12㎡	97354元/㎡	780万元
龙庆望都佳园 2室1厅1卫1阳台 南北双通透 高楼层 看房	88.5㎡	10057元/㎡	89万元
真实到6栋16层，高层看公园的三居，赔钱卖了	181㎡	102210元/㎡	1850万元
全景观西山 视野开阔 给周期 万寿寺地铁16号线 公园地产	132㎡	94697元/㎡	1250万元
地铁6号线 视野开阔 楼下公园	105.15㎡	35188元/㎡	370万元
新安里,3居室,1厅	83.91㎡	28483元/㎡	239万元
延庆城区 颍泽洲小区 三居 南北通透 采光充足 集中供暖	81㎡	18149元/㎡	147万元
长阳  加州水郡西区三期  2室  1厅	87.77㎡	21306元/㎡	187万元
湖南小区(南区) 2室1厅1卫1阳台 南北双通透 采光充足	73.62㎡	18474元/㎡	136万元
找我可谈壹佰多 万柳主卧 客厅朝南2室2厅2卫户型带飘窗急售	120.57㎡	104504元/㎡	1260万元
百旺府稳定签约看房随时 靠谱出售	99.14㎡	60420元/㎡	599万元
建新北区 拿刀砍 还能谈 还能谈 业主已定房 急售急售	52.44㎡	45386元/㎡	238万元
新出！有钥匙 保养新 配套齐全 陶然亭 成熟社区	86㎡	133721元/㎡	1150万元
抛售 总监推荐 我知悉业主心理价位 买方零代理 东花市2层	105.75㎡	81324元/㎡	860万元
天地神通雁栖科学城 育龙铭居 客厅通阳台格局东西向诚意出售	69.42㎡	19159元/㎡	133万元
